feature_set,n_jobs,n_neighborhoods,median_mae,mean_mae,median_rmse,mean_rmse,median_mase,mean_mase,median_smape,mean_smape,median_bias,mean_bias,pct_jobs_mase_below_1
permit_full,232,58,2.959687932332357,3.3206293069776254,3.7233949644438495,4.213685963727616,0.7289943812448965,0.739456152741428,30.706395372513903,37.24787753484587,0.07999289035797119,0.07180556970161397,97.84482758620689
