feature_set,n_jobs,n_neighborhoods,median_mae,mean_mae,median_rmse,mean_rmse,median_mase,mean_mase,median_smape,mean_smape,median_bias,mean_bias,pct_jobs_mase_below_1
permit_count,232,58,2.9589143302705554,3.3211403288864227,3.713790860630956,4.213816555004201,0.729188171973826,0.7395123582566236,30.79241555053534,37.248421894681606,0.0857960409588284,0.0714652938436417,97.84482758620689
