feature_set,n_jobs,n_neighborhoods,median_mae,mean_mae,median_rmse,mean_rmse,median_mase,mean_mase,median_smape,mean_smape,median_bias,mean_bias,pct_jobs_mase_below_1
baseline,232,58,2.9571578767564564,3.3263540248775505,3.7208295520147914,4.2206733739473075,0.7277853109073359,0.7402811726273555,30.769631621551774,37.252273613628304,0.09452332920498319,0.0778763300942621,98.27586206896551
