n_days,mean_correct_top10,median_correct_top10,mean_top10_accuracy_pct,pct_days_10_of_10,pct_days_at_least_9,pct_days_at_least_8,pct_days_at_least_7,mean_top10_rank_error,median_top10_rank_error,mean_top10_volume_capture_pct,median_top10_volume_capture_pct,mean_overall_rank_correlation,pct_days_actual_cutoff_tie
360,8.469444444444445,9.0,84.69444444444447,4.722222222222222,53.05555555555556,89.44444444444444,99.72222222222223,1.9413888888888888,1.0,97.37961467764526,97.61013292103198,0.9224272936383429,28.61111111111111
