fold,target_date,top_k,overlap_count,top_k_accuracy,mean_top10_rank_error,median_top10_rank_error,top10_volume_capture,overall_rank_correlation,actual_cutoff_tie
4,2025-06-18,10,9,0.9,1.6,1.0,0.9773242630385488,0.9445076747977483,False
4,2025-06-19,10,8,0.8,1.2,1.0,0.9758454106280193,0.9282044972161555,False
4,2025-06-20,10,9,0.9,1.5,1.0,0.9927710843373494,0.9630871450982805,True
4,2025-06-21,10,9,0.9,0.7,0.5,0.9780821917808219,0.8748039004583346,True
4,2025-06-22,10,8,0.8,2.0,1.0,0.9672619047619048,0.9254975545233628,False
4,2025-06-23,10,9,0.9,2.2,1.0,0.9867256637168141,0.9408163893075764,True
4,2025-06-24,10,7,0.7,4.0,1.0,0.966728280961183,0.8936909778830477,False
4,2025-06-25,10,9,0.9,3.2,2.5,0.9940119760479041,0.8946137992555908,False
4,2025-06-26,10,9,0.9,1.4,1.0,0.9934782608695653,0.9063643913993048,False
4,2025-06-27,10,9,0.9,2.2,1.0,0.983402489626556,0.9029191916084777,True
4,2025-06-28,10,9,0.9,2.0,1.5,0.9885321100917431,0.8950444492294442,False
4,2025-06-29,10,9,0.9,1.6,0.5,0.9880952380952381,0.9272816758436125,True
4,2025-06-30,10,8,0.8,2.0,1.0,0.9676025917926566,0.9337414254514135,False
4,2025-07-01,10,8,0.8,2.8,1.0,0.9575757575757575,0.9232827832292596,False
4,2025-07-02,10,9,0.9,1.3,1.0,0.9819004524886877,0.9077793841705374,False
4,2025-07-03,10,9,0.9,2.1,2.0,0.964,0.9444461533729122,False
4,2025-07-04,10,9,0.9,3.8,3.0,0.9693654266958425,0.8842166784582731,False
4,2025-07-05,10,8,0.8,2.4,1.5,0.9389140271493213,0.9006428988895383,False
4,2025-07-06,10,8,0.8,5.2,1.0,0.956268221574344,0.8847703712817989,True
4,2025-07-07,10,9,0.9,3.8,1.0,0.9855371900826446,0.8892614352948415,False
4,2025-07-08,10,8,0.8,3.6,1.0,0.9559748427672956,0.9092558983666061,False
4,2025-07-09,10,9,0.9,0.6,0.0,0.9903846153846154,0.9253129902488542,True
4,2025-07-10,10,9,0.9,0.7,0.5,0.9977578475336323,0.9471530960657049,True
4,2025-07-11,10,9,0.9,1.0,1.0,0.9832285115303984,0.9427850749023348,True
4,2025-07-12,10,7,0.7,3.1,2.5,0.9357798165137615,0.9245132117259836,False
4,2025-07-13,10,9,0.9,1.3,1.0,0.9804878048780488,0.9028576701836415,True
4,2025-07-14,10,8,0.8,2.5,1.5,0.9595744680851064,0.88636992832754,False
4,2025-07-15,10,9,0.9,2.2,1.0,0.9857723577235772,0.9162693407979329,False
4,2025-07-16,10,8,0.8,1.7,1.5,0.9732142857142857,0.9392168322618352,False
4,2025-07-17,10,9,0.9,1.0,1.0,0.9932584269662922,0.9657940877910732,False
4,2025-07-18,10,9,0.9,0.6,0.5,0.9828693790149893,0.9421698606539728,False
4,2025-07-19,10,9,0.9,1.8,1.5,0.9585253456221198,0.9091328555169338,False
4,2025-07-20,10,9,0.9,2.1,2.0,0.9917127071823204,0.9293734042880433,True
4,2025-07-21,10,9,0.9,1.3,0.0,0.970917225950783,0.9379864037651112,False
4,2025-07-22,10,9,0.9,2.2,1.0,0.9735234215885947,0.9508443815558768,False
4,2025-07-23,10,8,0.8,1.9,1.0,0.9682926829268292,0.9317727398566551,False
4,2025-07-24,10,8,0.8,2.6,2.0,0.9736263736263736,0.9418622535297918,False
4,2025-07-25,10,8,0.8,1.9,0.5,0.9588477366255144,0.9315266541573103,False
4,2025-07-26,10,8,0.8,1.6,1.0,0.9198218262806236,0.9326955612291981,False
4,2025-07-27,10,8,0.8,2.1,1.0,0.9717223650385605,0.9402626964840506,True
4,2025-07-28,10,7,0.7,1.6,1.0,0.9422222222222222,0.8734504291119383,True
4,2025-07-29,10,8,0.8,2.5,1.0,0.9643605870020965,0.9235288689286044,True
4,2025-07-30,10,8,0.8,1.8,1.0,0.9635535307517085,0.9311575256082931,True
4,2025-07-31,10,8,0.8,2.3,2.0,0.9809069212410502,0.9254975545233628,False
4,2025-08-01,10,9,0.9,1.3,0.0,0.9867256637168141,0.939155310836999,False
4,2025-08-02,10,9,0.9,1.6,1.0,0.982051282051282,0.9290042757390261,False
4,2025-08-03,10,7,0.7,2.9,2.0,0.9489795918367347,0.9050109200529084,False
4,2025-08-04,10,8,0.8,3.1,1.0,0.9749430523917996,0.9434002891506967,True
4,2025-08-05,10,7,0.7,2.4,1.0,0.9028925619834711,0.9192838906149067,False
4,2025-08-06,10,8,0.8,1.7,1.0,0.9608247422680413,0.907041127072503,True
4,2025-08-07,10,10,1.0,1.8,2.0,1.0,0.9437078962748777,False
4,2025-08-08,10,9,0.9,3.6,1.0,0.967032967032967,0.9426620320526623,False
4,2025-08-09,10,8,0.8,1.3,0.0,0.9616368286445013,0.9225445261312252,False
4,2025-08-10,10,7,0.7,2.2,0.5,0.9893617021276596,0.9080254698698822,True
4,2025-08-11,10,8,0.8,2.3,2.0,0.9732142857142857,0.9154695622750623,True
4,2025-08-12,10,8,0.8,1.5,1.0,0.981404958677686,0.952136331477437,False
