feature_set,n_jobs,n_neighborhoods,median_mae,mean_mae,median_rmse,mean_rmse,median_mase,mean_mase,median_smape,mean_smape,median_bias,mean_bias,pct_jobs_mase_below_1
permit_count_log_attendance,232,58,2.9617295847998726,3.322523824591903,3.713942460290308,4.214707108448592,0.7303272069155975,0.739773228924429,30.75463029295471,37.247761207593264,0.08338320917553371,0.07423741224246863,97.84482758620689
