pct_days_ranker_more_top10,pct_days_top10_tied,pct_days_regressor_more_top10,mean_overlap_difference,mean_volume_capture_difference_pct_points,mean_rank_error_difference,mean_rank_correlation_difference
9.166666666666666,85.55555555555556,5.277777777777778,0.03888888888888889,0.09653744224976893,0.01722222222222222,-0.06597010742324348
