n_days,mean_correct_top10,median_correct_top10,mean_top10_accuracy_pct,pct_days_10_of_10,pct_days_at_least_9,pct_days_at_least_8,pct_days_at_least_7,mean_top10_rank_error,median_top10_rank_error,mean_top10_volume_capture_pct,median_top10_volume_capture_pct,mean_overall_rank_correlation,pct_days_actual_cutoff_tie
360,8.508333333333333,9.0,85.08333333333336,5.833333333333333,55.00000000000001,90.27777777777779,99.72222222222223,1.958611111111111,1.0,97.47615211989505,97.68919622475269,0.8564571862150994,28.61111111111111
