candidate,mean_delta_mase,median_delta_mase,pct_jobs_improved,pct_neighborhoods_improved_on_average,mean_delta_smape,median_delta_smape
permit_count,-0.0007688143707317917,-0.000258581088596721,55.172413793103445,62.06896551724138,-0.0038517189466868995,-0.003140664638296542
permit_count_log_attendance,-0.0005079437029264514,-0.00018700469943461195,53.44827586206896,62.06896551724138,-0.004512406035036576,-0.005011001865080189
permit_full,-0.0008250198859274725,-0.000523828345502575,60.3448275862069,58.620689655172406,-0.00439607878242374,-0.01471836274515681
permit_log_attendance,-0.0002264488935306824,-0.0001255987130731051,54.310344827586206,62.06896551724138,0.0012220426938850584,0.00014652486456334657
