n_days,mean_correct_top10,median_correct_top10,mean_top10_accuracy_pct,pct_days_10_of_10,pct_days_at_least_9,pct_days_at_least_8,pct_days_at_least_7,mean_top10_rank_error,median_top10_rank_error,mean_top10_volume_capture_pct,median_top10_volume_capture_pct,mean_overall_rank_correlation,pct_days_actual_cutoff_tie
360,8.488888888888889,9.0,84.88888888888889,5.555555555555555,53.333333333333336,90.27777777777779,99.72222222222223,1.9730555555555553,1.0,97.43626815289352,97.67545942287646,0.9205560169662418,28.61111111111111
