pct_days_ranker_more_top10,pct_days_top10_tied,pct_days_regressor_more_top10,mean_overlap_difference,mean_volume_capture_difference_pct_points,mean_rank_error_difference,mean_rank_correlation_difference
2.7777777777777777,96.38888888888889,0.8333333333333334,0.019444444444444445,0.05665347524822713,0.03166666666666666,-0.0018712766721010613
