feature_set,n_jobs,n_neighborhoods,median_mae,mean_mae,median_rmse,mean_rmse,median_mase,mean_mase,median_smape,mean_smape,median_bias,mean_bias,pct_jobs_mase_below_1
lags_only,232,58,3.0468939754698012,3.4647483898433804,3.8276240183069996,4.394847619558664,0.7614020332681792,0.7806973039560179,31.710724078770504,39.29289230427872,0.08367859919865926,-0.0016083996200584162,95.6896551724138
