model,n_days,mean_correct_top10,median_correct_top10,mean_top10_accuracy_pct,pct_days_10_of_10,pct_days_at_least_9,pct_days_at_least_8,pct_days_at_least_7,mean_top10_rank_error,median_top10_rank_error,mean_top10_volume_capture_pct,median_top10_volume_capture_pct,mean_overall_rank_correlation,pct_days_actual_cutoff_tie
xgboost,360,8.469444444444445,9.0,84.69444444444447,4.722222222222222,53.05555555555556,89.44444444444444,99.72222222222223,1.9413888888888888,1.0,97.37961467764526,97.61013292103198,0.9224272936383429,28.61111111111111
persistence_1d,360,7.972222222222222,8.0,79.72222222222223,2.2222222222222223,27.500000000000004,71.66666666666667,96.11111111111111,2.7377777777777776,1.5,95.2761592427813,95.78042924817119,0.8744183661960279,28.61111111111111
seasonal_naive_7d,360,7.969444444444444,8.0,79.69444444444446,2.2222222222222223,26.944444444444443,72.77777777777777,95.0,2.8041666666666667,1.5,95.20905895510701,95.71941752254207,0.8670361370013773,28.61111111111111
