pct_days_ranker_more_top10,pct_days_top10_tied,pct_days_regressor_more_top10,mean_overlap_difference,mean_volume_capture_difference_pct_points,mean_rank_error_difference,mean_rank_correlation_difference
3.888888888888889,93.61111111111111,2.5,0.013888888888888888,0.027881267640566837,0.022777777777777772,0.0001842224888150643
