feature_set,n_jobs,n_neighborhoods,median_mae,mean_mae,median_rmse,mean_rmse,median_mase,mean_mase,median_smape,mean_smape,median_bias,mean_bias,pct_jobs_mase_below_1
lags_rolling,232,58,2.9737369855244955,3.4188395253800112,3.7563072978417336,4.3459505068084825,0.7494104856740393,0.7680000786374561,31.12221303624535,38.48311081782748,0.019281751579708524,-0.021007033882812522,96.55172413793103
