feature_set,n_jobs,n_neighborhoods,median_mae,mean_mae,median_rmse,mean_rmse,median_mase,mean_mase,median_smape,mean_smape,median_bias,mean_bias,pct_jobs_mase_below_1
lags_rolling_calendar,232,58,2.961009396447076,3.368924474436388,3.7175194716243816,4.286955810740948,0.7386340482579775,0.7595310635966409,31.050983132333833,38.30724181375946,0.0250524467892117,0.008095144948581323,96.55172413793103
