feature_set,n_jobs,n_neighborhoods,median_mae,mean_mae,median_rmse,mean_rmse,median_mase,mean_mase,median_smape,mean_smape,median_bias,mean_bias,pct_jobs_mase_below_1
permit_log_attendance,232,58,2.9576589743296307,3.3246183468251918,3.709906697291176,4.219089087798511,0.7285855317035805,0.7400547237338249,30.705773724946436,37.25349565632218,0.08512017461988661,0.07360873932422093,97.41379310344827
